AGE75591.1	HD73_0001
AGE80251.1	HD73_4673
AGE80252.1	HD73_4674
AGE80253.1	HD73_4675
AGE80254.1	HD73_4676
AGE80255.1	HD73_4677
AGE80256.1	HD73_4678
AGE80257.1	HD73_4679
AGE80258.1	HD73_4680
AGE80259.1	HD73_4681
AGE80260.1	HD73_4682
AGE80261.1	HD73_4683
AGE80262.1	HD73_4684
AGE80263.1	HD73_4685
AGE80264.1	HD73_4686
AGE80265.1	HD73_4687
AGE80266.1	HD73_4688
AGE80267.1	HD73_4689
AGE80268.1	HD73_4690
AGE80269.1	HD73_4691
AGE80270.1	HD73_4692
AGE80271.1	HD73_4693
AGE80272.1	HD73_4694
AGE80273.1	HD73_4695
AGE80274.1	HD73_4696
AGE80275.1	HD73_4697
AGE80276.1	HD73_4698
AGE80277.1	HD73_4699
AGE80278.1	HD73_4700
AGE80279.1	HD73_4701
AGE80280.1	HD73_4702
AGE80281.1	HD73_4703
AGE80282.1	HD73_4704
AGE80283.1	HD73_4705
AGE80284.1	HD73_4706
AGE80285.1	HD73_4707
AGE80286.1	HD73_4708
AGE80287.1	HD73_4709
AGE80288.1	HD73_4710
AGE80289.1	HD73_4711
AGE80290.1	HD73_4712
AGE80291.1	HD73_4713
AGE80292.1	HD73_4714
AGE80293.1	HD73_4715
AGE80294.1	HD73_4716
AGE80295.1	HD73_4717
AGE80296.1	HD73_4718
AGE80297.1	HD73_4719
AGE80298.1	HD73_4720
AGE80299.1	HD73_4721
AGE80300.1	HD73_4722
AGE80301.1	HD73_4723
AGE80302.1	HD73_4724
AGE80303.1	HD73_4725
AGE80304.1	HD73_4726
AGE80305.1	HD73_4727
AGE80306.1	HD73_4728
AGE80307.1	HD73_4729
AGE80308.1	HD73_4730
AGE80309.1	HD73_4731
AGE80310.1	HD73_4732
AGE80311.1	HD73_4733
AGE80312.1	HD73_4734
AGE80313.1	HD73_4735
AGE80314.1	HD73_4736
AGE80315.1	HD73_4737
AGE80316.1	HD73_4738
AGE80317.1	HD73_4739
AGE80318.1	HD73_4740
AGE80319.1	HD73_4741
AGE80320.1	HD73_4742
AGE80321.1	HD73_4743
AGE80322.1	HD73_4744
AGE80323.1	HD73_4745
AGE80324.1	HD73_4746
AGE80325.1	HD73_4747
AGE80326.1	HD73_4748
AGE80327.1	HD73_4749
AGE80328.1	HD73_4750
AGE80329.1	HD73_4751
AGE80330.1	HD73_4752
AGE80331.1	HD73_4753
AGE80332.1	HD73_4754
AGE80333.1	HD73_4755
AGE80334.1	HD73_4756
AGE80335.1	HD73_4757
AGE80336.1	HD73_4758
AGE80337.1	HD73_4759
AGE80338.1	HD73_4760
AGE80339.1	HD73_4761
AGE80340.1	HD73_4762
AGE80341.1	HD73_4763
AGE80342.1	HD73_4764
AGE80343.1	HD73_4765
AGE80344.1	HD73_4766
AGE80345.1	HD73_4767
AGE80346.1	HD73_4768
AGE80347.1	HD73_4769
AGE80348.1	HD73_4770
AGE80349.1	HD73_4771
AGE80350.1	HD73_4772
AGE80351.1	HD73_4773
AGE80352.1	HD73_4774
AGE80353.1	HD73_4775
AGE80354.1	HD73_4776
AGE80355.1	HD73_4777
AGE80356.1	HD73_4778
AGE80357.1	HD73_4779
AGE80358.1	HD73_4780
AGE80359.1	HD73_4781
AGE80360.1	HD73_4782
AGE80361.1	HD73_4783
AGE80362.1	HD73_4784
AGE80363.1	HD73_4785
AGE80364.1	HD73_4786
AGE80365.1	HD73_4787
AGE80366.1	HD73_4788
AGE80367.1	HD73_4789
AGE80368.1	HD73_4790
AGE80369.1	HD73_4791
AGE80370.1	HD73_4792
AGE80371.1	HD73_4793
AGE80372.1	HD73_4794
AGE80373.1	HD73_4795
AGE80374.1	HD73_4796
AGE80375.1	HD73_4797
AGE80376.1	HD73_4798
AGE80377.1	HD73_4799
AGE80378.1	HD73_4800
AGE80379.1	HD73_4801
AGE80380.1	HD73_4802
AGE80381.1	HD73_4803
AGE80382.1	HD73_4804
AGE80383.1	HD73_4805
AGE80384.1	HD73_4806
AGE80385.1	HD73_4807
AGE80386.1	HD73_4808
AGE80387.1	HD73_4809
AGE80388.1	HD73_4810
AGE80389.1	HD73_4811
AGE80390.1	HD73_4812
AGE80391.1	HD73_4813
AGE80392.1	HD73_4814
AGE80393.1	HD73_4815
AGE80394.1	HD73_4816
AGE80395.1	HD73_4817
AGE80396.1	HD73_4818
AGE80397.1	HD73_4819
AGE80398.1	HD73_4820
AGE80399.1	HD73_4821
AGE80400.1	HD73_4822
AGE80401.1	HD73_4823
AGE80402.1	HD73_4824
AGE80403.1	HD73_4825
AGE80404.1	HD73_4826
AGE80405.1	HD73_4827
AGE80406.1	HD73_4828
AGE80407.1	HD73_4829
AGE80408.1	HD73_4830
AGE80409.1	HD73_4831
AGE80410.1	HD73_4832
AGE80411.1	HD73_4833
AGE80412.1	HD73_4834
AGE80413.1	HD73_4835
AGE80414.1	HD73_4836
AGE80415.1	HD73_4837
AGE80416.1	HD73_4838
AGE80417.1	HD73_4839
AGE80418.1	HD73_4840
AGE80419.1	HD73_4841
AGE80420.1	HD73_4842
AGE80421.1	HD73_4843
AGE80422.1	HD73_4844
AGE80423.1	HD73_4845
AGE80424.1	HD73_4846
AGE80425.1	HD73_4847
AGE80426.1	HD73_4848
AGE80427.1	HD73_4849
AGE80428.1	HD73_4850
AGE80429.1	HD73_4851
AGE80430.1	HD73_4852
AGE80431.1	HD73_4853
AGE80432.1	HD73_4854
AGE80433.1	HD73_4855
AGE80434.1	HD73_4856
AGE80435.1	HD73_4857
AGE80436.1	HD73_4858
AGE80437.1	HD73_4859
AGE80438.1	HD73_4860
AGE80439.1	HD73_4861
AGE80440.1	HD73_4862
AGE80441.1	HD73_4863
AGE80442.1	HD73_4864
AGE80443.1	HD73_4865
AGE80444.1	HD73_4866
AGE80445.1	HD73_4867
AGE80446.1	HD73_4868
AGE80447.1	HD73_4869
AGE80448.1	HD73_4870
AGE80449.1	HD73_4871
AGE80450.1	HD73_4872
AGE80451.1	HD73_4873
AGE80452.1	HD73_4874
AGE80453.1	HD73_4875
AGE80454.1	HD73_4876
AGE80455.1	HD73_4877
AGE80456.1	HD73_4878
AGE80457.1	HD73_4879
AGE80458.1	HD73_4880
AGE80459.1	HD73_4881
AGE80460.1	HD73_4882
AGE80461.1	HD73_4883
AGE80462.1	HD73_4884
AGE80463.1	HD73_4885
AGE80464.1	HD73_4886
AGE80465.1	HD73_4887
AGE80466.1	HD73_4888
AGE80467.1	HD73_4889
AGE80468.1	HD73_4890
AGE80469.1	HD73_4891
AGE80470.1	HD73_4892
AGE80471.1	HD73_4893
AGE80472.1	HD73_4894
AGE80473.1	HD73_4895
AGE80474.1	HD73_4896
AGE80475.1	HD73_4897
AGE80476.1	HD73_4898
AGE80477.1	HD73_4899
AGE80478.1	HD73_4900
AGE80479.1	HD73_4901
AGE80480.1	HD73_4902
AGE80481.1	HD73_4903
AGE80482.1	HD73_4904
AGE80483.1	HD73_4905
AGE80484.1	HD73_4906
AGE80485.1	HD73_4907
AGE80486.1	HD73_4908
AGE80487.1	HD73_4909
AGE80488.1	HD73_4910
AGE80489.1	HD73_4911
AGE80490.1	HD73_4912
AGE80491.1	HD73_4913
AGE80492.1	HD73_4914
AGE80493.1	HD73_4915
AGE80494.1	HD73_4916
AGE80495.1	HD73_4917
AGE80496.1	HD73_4918
AGE80497.1	HD73_4919
AGE80498.1	HD73_4920
AGE80499.1	HD73_4921
AGE80500.1	HD73_4922
AGE80501.1	HD73_4923
AGE80502.1	HD73_4924
AGE80503.1	HD73_4925
AGE80504.1	HD73_4926
AGE80505.1	HD73_4927
AGE80506.1	HD73_4928
AGE80507.1	HD73_4929
AGE80508.1	HD73_4930
AGE80509.1	HD73_4931
AGE80510.1	HD73_4932
AGE80511.1	HD73_4933
AGE80512.1	HD73_4934
AGE80513.1	HD73_4935
AGE80514.1	HD73_4936
AGE80515.1	HD73_4937
AGE80516.1	HD73_4938
AGE80517.1	HD73_4939
AGE80518.1	HD73_4940
AGE80519.1	HD73_4941
AGE80520.1	HD73_4942
AGE80521.1	HD73_4943
AGE80522.1	HD73_4944
AGE80523.1	HD73_4945
AGE80524.1	HD73_4946
AGE80525.1	HD73_4947
AGE80526.1	HD73_4948
AGE80527.1	HD73_4949
AGE80528.1	HD73_4950
AGE80529.1	HD73_4951
AGE80530.1	HD73_4952
AGE80531.1	HD73_4953
AGE80532.1	HD73_4954
AGE80533.1	HD73_4955
AGE80534.1	HD73_4956
AGE80535.1	HD73_4957
AGE80536.1	HD73_4958
AGE80537.1	HD73_4959
AGE80538.1	HD73_4960
AGE80539.1	HD73_4961
AGE80540.1	HD73_4962
AGE80541.1	HD73_4963
AGE80542.1	HD73_4964
AGE80543.1	HD73_4965
AGE80544.1	HD73_4966
AGE80545.1	HD73_4967
AGE80546.1	HD73_4968
AGE80547.1	HD73_4969
AGE80548.1	HD73_4970
AGE80549.1	HD73_4971
AGE80550.1	HD73_4972
AGE80551.1	HD73_4973
AGE80552.1	HD73_4974
AGE80553.1	HD73_4975
AGE80554.1	HD73_4976
AGE80555.1	HD73_4977
AGE80556.1	HD73_4978
AGE80557.1	HD73_4979
AGE80558.1	HD73_4980
AGE80559.1	HD73_4981
AGE80560.1	HD73_4982
AGE80561.1	HD73_4983
AGE80562.1	HD73_4984
AGE80563.1	HD73_4985
AGE80564.1	HD73_4986
AGE80565.1	HD73_4987
AGE80566.1	HD73_4988
AGE80567.1	HD73_4989
AGE80568.1	HD73_4990
AGE80569.1	HD73_4991
AGE80570.1	HD73_4992
AGE80571.1	HD73_4993
AGE80572.1	HD73_4994
AGE80573.1	HD73_4995
AGE80574.1	HD73_4996
AGE80575.1	HD73_4997
AGE80576.1	HD73_4998
AGE80577.1	HD73_4999
AGE80578.1	HD73_5000
AGE80579.1	HD73_5001
AGE80580.1	HD73_5002
AGE80581.1	HD73_5003
AGE80582.1	HD73_5004
AGE80583.1	HD73_5005
AGE80584.1	HD73_5006
AGE80585.1	HD73_5007
AGE80586.1	HD73_5008
AGE80587.1	HD73_5009
AGE80588.1	HD73_5010
AGE80589.1	HD73_5011
AGE80590.1	HD73_5012
AGE80591.1	HD73_5013
AGE80592.1	HD73_5014
AGE80593.1	HD73_5015
AGE80594.1	HD73_5016
AGE80595.1	HD73_5017
AGE80596.1	HD73_5018
AGE80597.1	HD73_5019
AGE80598.1	HD73_5020
AGE80599.1	HD73_5021
AGE80600.1	HD73_5022
AGE80601.1	HD73_5023
AGE80602.1	HD73_5024
AGE80603.1	HD73_5025
AGE80604.1	HD73_5026
AGE80605.1	HD73_5027
AGE80606.1	HD73_5028
AGE80607.1	HD73_5029
AGE80608.1	HD73_5030
AGE80609.1	HD73_5031
AGE80610.1	HD73_5032
AGE80611.1	HD73_5033
AGE80612.1	HD73_5034
AGE80613.1	HD73_5035
AGE80614.1	HD73_5036
AGE80615.1	HD73_5037
AGE80616.1	HD73_5038
AGE80617.1	HD73_5039
AGE80618.1	HD73_5040
AGE80619.1	HD73_5041
AGE80620.1	HD73_5042
AGE80621.1	HD73_5043
AGE80622.1	HD73_5044
AGE80623.1	HD73_5045
AGE80624.1	HD73_5046
AGE80625.1	HD73_5047
AGE80626.1	HD73_5048
AGE80627.1	HD73_5049
AGE80628.1	HD73_5050
AGE80629.1	HD73_5051
AGE80630.1	HD73_5052
AGE80631.1	HD73_5053
AGE80632.1	HD73_5054
AGE80633.1	HD73_5055
AGE80634.1	HD73_5056
AGE80635.1	HD73_5057
AGE80636.1	HD73_5058
AGE80637.1	HD73_5059
AGE80638.1	HD73_5060
AGE80639.1	HD73_5061
AGE80640.1	HD73_5062
AGE80641.1	HD73_5063
AGE80642.1	HD73_5064
AGE80643.1	HD73_5065
AGE80644.1	HD73_5066
AGE80645.1	HD73_5067
AGE80646.1	HD73_5068
AGE80647.1	HD73_5069
AGE80648.1	HD73_5070
AGE80649.1	HD73_5071
AGE80650.1	HD73_5072
AGE80651.1	HD73_5073
AGE80652.1	HD73_5074
AGE80653.1	HD73_5075
AGE80654.1	HD73_5076
AGE80655.1	HD73_5077
AGE80656.1	HD73_5078
AGE80657.1	HD73_5079
AGE80658.1	HD73_5080
AGE80659.1	HD73_5081
AGE80660.1	HD73_5082
AGE80661.1	HD73_5083
AGE80662.1	HD73_5084
AGE80663.1	HD73_5085
AGE80664.1	HD73_5086
AGE80665.1	HD73_5087
AGE80666.1	HD73_5088
AGE80667.1	HD73_5089
AGE80668.1	HD73_5090
AGE80669.1	HD73_5091
AGE80670.1	HD73_5092
AGE80671.1	HD73_5093
AGE80672.1	HD73_5094
AGE80673.1	HD73_5095
AGE80674.1	HD73_5096
AGE80675.1	HD73_5097
AGE80676.1	HD73_5098
AGE80677.1	HD73_5099
AGE80678.1	HD73_5100
AGE80679.1	HD73_5101
AGE80680.1	HD73_5102
AGE80681.1	HD73_5103
AGE80682.1	HD73_5104
AGE80683.1	HD73_5105
AGE80684.1	HD73_5106
AGE80685.1	HD73_5107
AGE80686.1	HD73_5108
AGE80687.1	HD73_5109
AGE80688.1	HD73_5110
AGE80689.1	HD73_5111
AGE80690.1	HD73_5112
AGE80691.1	HD73_5113
AGE80692.1	HD73_5114
AGE80693.1	HD73_5115
AGE80694.1	HD73_5116
AGE80695.1	HD73_5117
AGE80696.1	HD73_5118
AGE80697.1	HD73_5119
AGE80698.1	HD73_5120
AGE80699.1	HD73_5121
AGE80700.1	HD73_5122
AGE80701.1	HD73_5123
AGE80702.1	HD73_5124
AGE80703.1	HD73_5125
AGE80704.1	HD73_5126
AGE80705.1	HD73_5127
AGE80706.1	HD73_5128
AGE80707.1	HD73_5129
AGE80708.1	HD73_5130
AGE80709.1	HD73_5131
AGE80710.1	HD73_5132
AGE80711.1	HD73_5133
AGE80712.1	HD73_5134
AGE80713.1	HD73_5135
AGE80714.1	HD73_5136
AGE80715.1	HD73_5137
AGE80716.1	HD73_5138
AGE80717.1	HD73_5139
AGE80718.1	HD73_5140
AGE80719.1	HD73_5141
AGE80720.1	HD73_5142
AGE80721.1	HD73_5143
AGE80722.1	HD73_5144
AGE80723.1	HD73_5145
AGE80724.1	HD73_5146
AGE80725.1	HD73_5147
AGE80726.1	HD73_5148
AGE80727.1	HD73_5149
AGE80728.1	HD73_5150
AGE80729.1	HD73_5151
AGE80730.1	HD73_5152
AGE80731.1	HD73_5153
AGE80732.1	HD73_5154
AGE80733.1	HD73_5155
AGE80734.1	HD73_5156
AGE80735.1	HD73_5157
AGE80736.1	HD73_5158
AGE80737.1	HD73_5159
AGE80738.1	HD73_5160
AGE80739.1	HD73_5161
AGE80740.1	HD73_5162
AGE80741.1	HD73_5163
AGE80742.1	HD73_5164
AGE80743.1	HD73_5165
AGE80744.1	HD73_5166
AGE80745.1	HD73_5167
AGE80746.1	HD73_5168
AGE80747.1	HD73_5169
AGE80748.1	HD73_5170
AGE80749.1	HD73_5171
AGE80750.1	HD73_5172
AGE80751.1	HD73_5173
AGE80752.1	HD73_5174
AGE80753.1	HD73_5175
AGE80754.1	HD73_5176
AGE80755.1	HD73_5177
AGE80756.1	HD73_5178
AGE80757.1	HD73_5179
AGE80758.1	HD73_5180
AGE80759.1	HD73_5181
AGE80760.1	HD73_5182
AGE80761.1	HD73_5183
AGE80762.1	HD73_5184
AGE80763.1	HD73_5185
AGE80764.1	HD73_5186
AGE80765.1	HD73_5187
AGE80766.1	HD73_5188
AGE80767.1	HD73_5189
AGE80768.1	HD73_5191
AGE80769.1	HD73_5192
AGE80770.1	HD73_5193
AGE80771.1	HD73_5194
AGE80772.1	HD73_5195
AGE80773.1	HD73_5196
AGE80774.1	HD73_5197
AGE80775.1	HD73_5198
AGE80776.1	HD73_5199
AGE80777.1	HD73_5200
AGE80778.1	HD73_5201
AGE80779.1	HD73_5202
AGE80780.1	HD73_5203
AGE80781.1	HD73_5204
AGE80782.1	HD73_5205
AGE80783.1	HD73_5206
AGE80784.1	HD73_5207
AGE80785.1	HD73_5208
AGE80786.1	HD73_5209
AGE80787.1	HD73_5210
AGE80788.1	HD73_5211
AGE80789.1	HD73_5212
AGE80790.1	HD73_5213
AGE80791.1	HD73_5214
AGE80792.1	HD73_5215
AGE80793.1	HD73_5216
AGE80794.1	HD73_5217
AGE80795.1	HD73_5218
AGE80796.1	HD73_5219
AGE80797.1	HD73_5220
AGE80798.1	HD73_5221
AGE80799.1	HD73_5222
AGE80800.1	HD73_5223
AGE80801.1	HD73_5224
AGE80802.1	HD73_5225
AGE80803.1	HD73_5226
AGE80804.1	HD73_5227
AGE80805.1	HD73_5228
AGE80806.1	HD73_5229
AGE80807.1	HD73_5230
AGE80808.1	HD73_5231
AGE80809.1	HD73_5232
AGE80810.1	HD73_5233
AGE80811.1	HD73_5234
AGE80812.1	HD73_5235
AGE80813.1	HD73_5236
AGE80814.1	HD73_5237
AGE80815.1	HD73_5238
AGE80816.1	HD73_5239
AGE80817.1	HD73_5240
AGE80818.1	HD73_5241
AGE80819.1	HD73_5242
AGE80820.1	HD73_5243
AGE80821.1	HD73_5244
AGE80822.1	HD73_5245
AGE80823.1	HD73_5246
AGE80824.1	HD73_5247
AGE80825.1	HD73_5248
AGE80826.1	HD73_5249
AGE80827.1	HD73_5250
AGE80828.1	HD73_5251
AGE80829.1	HD73_5252
AGE80830.1	HD73_5253
AGE80831.1	HD73_5254
AGE80832.1	HD73_5255
AGE80833.1	HD73_5256
AGE80834.1	HD73_5257
AGE80835.1	HD73_5258
AGE80836.1	HD73_5259
AGE80837.1	HD73_5260
AGE80838.1	HD73_5261
AGE80839.1	HD73_5262
AGE80840.1	HD73_5263
AGE80841.1	HD73_5264
AGE80842.1	HD73_5265
AGE80843.1	HD73_5266
AGE80844.1	HD73_5267
AGE80845.1	HD73_5268
AGE80846.1	HD73_5269
AGE80847.1	HD73_5270
AGE80848.1	HD73_5271
AGE80849.1	HD73_5272
AGE80850.1	HD73_5273
AGE80851.1	HD73_5274
AGE80852.1	HD73_5275
AGE80853.1	HD73_5276
AGE80854.1	HD73_5277
AGE80855.1	HD73_5278
AGE80856.1	HD73_5279
AGE80857.1	HD73_5280
AGE80858.1	HD73_5281
AGE80859.1	HD73_5282
AGE80860.1	HD73_5283
AGE80861.1	HD73_5284
AGE80862.1	HD73_5285
AGE80863.1	HD73_5286
AGE80864.1	HD73_5287
AGE80865.1	HD73_5288
AGE80866.1	HD73_5289
AGE80867.1	HD73_5290
AGE80868.1	HD73_5291
AGE80869.1	HD73_5292
AGE80870.1	HD73_5293
AGE80871.1	HD73_5294
AGE80872.1	HD73_5295
AGE80873.1	HD73_5296
AGE80874.1	HD73_5297
AGE80875.1	HD73_5298
AGE80876.1	HD73_5299
AGE80877.1	HD73_5300
AGE80878.1	HD73_5301
AGE80879.1	HD73_5302
AGE80880.1	HD73_5303
AGE80881.1	HD73_5304
AGE80882.1	HD73_5305
AGE80883.1	HD73_5306
AGE80884.1	HD73_5307
AGE80885.1	HD73_5308
AGE80886.1	HD73_5309
AGE80887.1	HD73_5310
AGE80888.1	HD73_5311
AGE80889.1	HD73_5312
AGE80890.1	HD73_5313
AGE80891.1	HD73_5314
AGE80892.1	HD73_5315
AGE80893.1	HD73_5316
AGE80894.1	HD73_5317
AGE80895.1	HD73_5318
AGE80896.1	HD73_5319
AGE80897.1	HD73_5320
AGE80898.1	HD73_5321
AGE80899.1	HD73_5322
AGE80900.1	HD73_5323
AGE80901.1	HD73_5324
AGE80902.1	HD73_5325
AGE80903.1	HD73_5326
AGE80904.1	HD73_5327
AGE80905.1	HD73_5328
AGE80906.1	HD73_5329
AGE80907.1	HD73_5330
AGE80908.1	HD73_5331
AGE80909.1	HD73_5332
AGE80910.1	HD73_5333
AGE80911.1	HD73_5334
AGE80912.1	HD73_5335
AGE80913.1	HD73_5336
AGE80914.1	HD73_5337
AGE80915.1	HD73_5338
AGE80916.1	HD73_5339
AGE80917.1	HD73_5340
AGE80918.1	HD73_5341
AGE80919.1	HD73_5342
AGE80920.1	HD73_5343
AGE80921.1	HD73_5344
AGE80922.1	HD73_5345
AGE80923.1	HD73_5346
AGE80924.1	HD73_5347
AGE80925.1	HD73_5348
AGE80926.1	HD73_5349
AGE80927.1	HD73_5350
AGE80928.1	HD73_5351
AGE80929.1	HD73_5352
AGE80930.1	HD73_5353
AGE80931.1	HD73_5354
AGE80932.1	HD73_5355
AGE80933.1	HD73_5356
AGE80934.1	HD73_5357
AGE80935.1	HD73_5358
AGE80936.1	HD73_5359
AGE80937.1	HD73_5360
AGE80938.1	HD73_5361
AGE80939.1	HD73_5362
AGE80940.1	HD73_5363
AGE80941.1	HD73_5364
AGE80942.1	HD73_5365
AGE80943.1	HD73_5366
AGE80944.1	HD73_5367
AGE80945.1	HD73_5368
AGE80946.1	HD73_5369
AGE80947.1	HD73_5370
AGE80948.1	HD73_5371
AGE80949.1	HD73_5372
AGE80950.1	HD73_5373
AGE80951.1	HD73_5374
AGE80952.1	HD73_5375
AGE80953.1	HD73_5376
AGE80954.1	HD73_5377
AGE80955.1	HD73_5378
AGE80956.1	HD73_5379
AGE80957.1	HD73_5380
AGE80958.1	HD73_5381
AGE80959.1	HD73_5382
AGE80960.1	HD73_5383
AGE80961.1	HD73_5384
AGE80962.1	HD73_5385
AGE80963.1	HD73_5386
AGE80964.1	HD73_5387
AGE80965.1	HD73_5388
AGE80966.1	HD73_5389
AGE80967.1	HD73_5390
AGE80968.1	HD73_5391
AGE80969.1	HD73_5392
AGE80970.1	HD73_5393
AGE80971.1	HD73_5394
AGE80972.1	HD73_5395
AGE80973.1	HD73_5396
AGE80974.1	HD73_5397
AGE80975.1	HD73_5398
AGE80976.1	HD73_5399
AGE80977.1	HD73_5400
AGE80978.1	HD73_5401
AGE80979.1	HD73_5402
AGE80980.1	HD73_5403
AGE80981.1	HD73_5404
AGE80982.1	HD73_5405
AGE80983.1	HD73_5406
AGE80984.1	HD73_5407
AGE80985.1	HD73_5408
AGE80986.1	HD73_5409
AGE80987.1	HD73_5410
AGE80988.1	HD73_5411
AGE80989.1	HD73_5412
AGE80990.1	HD73_5413
AGE80991.1	HD73_5414
AGE80992.1	HD73_5415
AGE80993.1	HD73_5416
AGE80994.1	HD73_5417
AGE80995.1	HD73_5418
AGE80996.1	HD73_5419
AGE80997.1	HD73_5420
AGE80998.1	HD73_5421
AGE80999.1	HD73_5422
AGE81000.1	HD73_5423
AGE81001.1	HD73_5424
AGE81002.1	HD73_5425
AGE81003.1	HD73_5426
AGE81004.1	HD73_5427
AGE81005.1	HD73_5428
AGE81006.1	HD73_5429
AGE81007.1	HD73_5430
AGE81008.1	HD73_5431
AGE81009.1	HD73_5432
AGE81010.1	HD73_5433
AGE81011.1	HD73_5434
AGE81012.1	HD73_5435
AGE81013.1	HD73_5436
AGE81014.1	HD73_5437
AGE81015.1	HD73_5438
AGE81016.1	HD73_5439
AGE81017.1	HD73_5440
AGE81018.1	HD73_5441
AGE81019.1	HD73_5442
AGE81020.1	HD73_5443
AGE81021.1	HD73_5444
AGE81022.1	HD73_5445
AGE81023.1	HD73_5446
AGE81024.1	HD73_5447
AGE81025.1	HD73_5448
AGE81026.1	HD73_5449
AGE81027.1	HD73_5450
AGE81028.1	HD73_5451
AGE81029.1	HD73_5452
AGE81030.1	HD73_5453
AGE81031.1	HD73_5454
AGE81032.1	HD73_5455
AGE81033.1	HD73_5456
AGE81034.1	HD73_5457
AGE81035.1	HD73_5458
AGE81036.1	HD73_5459
AGE81037.1	HD73_5460
AGE81038.1	HD73_5461
AGE81039.1	HD73_5462
AGE81040.1	HD73_5463
AGE81041.1	HD73_5464
AGE81042.1	HD73_5465
AGE81043.1	HD73_5466
AGE81044.1	HD73_5467
AGE81045.1	HD73_5468
AGE81046.1	HD73_5469
AGE81047.1	HD73_5470
AGE81048.1	HD73_5471
AGE81049.1	HD73_5472
AGE81050.1	HD73_5473
AGE81051.1	HD73_5474
AGE81052.1	HD73_5475
AGE81053.1	HD73_5476
AGE81054.1	HD73_5477
AGE81055.1	HD73_5478
AGE81056.1	HD73_5479
AGE81057.1	HD73_5480
AGE81058.1	HD73_5481
AGE81059.1	HD73_5482
AGE81060.1	HD73_5483
AGE81061.1	HD73_5484
AGE81062.1	HD73_5485
AGE81063.1	HD73_5486
AGE81064.1	HD73_5487
AGE81065.1	HD73_5488
AGE81066.1	HD73_5489
AGE81067.1	HD73_5490
AGE81068.1	HD73_5491
AGE81069.1	HD73_5492
AGE81070.1	HD73_5493
AGE81071.1	HD73_5494
AGE81072.1	HD73_5495
AGE81073.1	HD73_5496
AGE81074.1	HD73_5497
AGE81075.1	HD73_5498
AGE81076.1	HD73_5499
AGE81077.1	HD73_5500
AGE81078.1	HD73_5501
AGE81079.1	HD73_5502
AGE81080.1	HD73_5503
AGE81081.1	HD73_5504
AGE81082.1	HD73_5505
AGE81083.1	HD73_5506
AGE81084.1	HD73_5507
AGE81085.1	HD73_5508
AGE81086.1	HD73_5509
AGE81087.1	HD73_5510
AGE81088.1	HD73_5511
AGE81089.1	HD73_5512
AGE81090.1	HD73_5513
AGE81091.1	HD73_5514
AGE81092.1	HD73_5515
AGE81093.1	HD73_5516
AGE81094.1	HD73_5517
AGE81095.1	HD73_5518
AGE81096.1	HD73_5519
AGE81097.1	HD73_5520
AGE81098.1	HD73_5521
AGE81099.1	HD73_5522
AGE81100.1	HD73_5523
AGE81101.1	HD73_5524
AGE81102.1	HD73_5525
AGE81103.1	HD73_5526
AGE81104.1	HD73_5527
AGE81105.1	HD73_5528
AGE81106.1	HD73_5529
AGE81107.1	HD73_5530
AGE81108.1	HD73_5531
AGE81109.1	HD73_5532
AGE81110.1	HD73_5533
AGE81111.1	HD73_5534
AGE81112.1	HD73_5535
AGE81113.1	HD73_5536
AGE81114.1	HD73_5537
AGE81115.1	HD73_5538
AGE81116.1	HD73_5539
AGE81117.1	HD73_5540
AGE81118.1	HD73_5541
AGE81119.1	HD73_5542
AGE81120.1	HD73_5543
AGE81121.1	HD73_5544
AGE81122.1	HD73_5545
AGE81123.1	HD73_5546
AGE81124.1	HD73_5547
AGE81125.1	HD73_5548
AGE81126.1	HD73_5549
AGE81127.1	HD73_5550
AGE81128.1	HD73_5551
AGE81129.1	HD73_5552
AGE81130.1	HD73_5553
AGE81131.1	HD73_5554
AGE81132.1	HD73_5555
AGE81133.1	HD73_5556
AGE81134.1	HD73_5557
AGE81135.1	HD73_5558
AGE81136.1	HD73_5559
AGE81137.1	HD73_5560
AGE81138.1	HD73_5561
AGE81139.1	HD73_5562
AGE81140.1	HD73_5563
AGE81141.1	HD73_5564
AGE81142.1	HD73_5565
AGE81143.1	HD73_5566
AGE81144.1	HD73_5567
AGE81145.1	HD73_5568
AGE81146.1	HD73_5569
AGE81147.1	HD73_5570
AGE81148.1	HD73_5571
AGE81149.1	HD73_5572
AGE81150.1	HD73_5573
AGE81151.1	HD73_5574
AGE81152.1	HD73_5575
AGE81153.1	HD73_5576
AGE81154.1	HD73_5577
AGE81155.1	HD73_5578
AGE81156.1	HD73_5579
AGE81157.1	HD73_5580
AGE81158.1	HD73_5581
AGE81159.1	HD73_5582
AGE81160.1	HD73_5583
AGE81161.1	HD73_5584
AGE81162.1	HD73_5585
AGE81163.1	HD73_5586
AGE81164.1	HD73_5587
AGE81165.1	HD73_5588
AGE81166.1	HD73_5589
AGE81167.1	HD73_5590
AGE81168.1	HD73_5591
AGE81169.1	HD73_5592
AGE81170.1	HD73_5593
AGE81171.1	HD73_5594
AGE81172.1	HD73_5595
AGE81173.1	HD73_5596
AGE81174.1	HD73_5597
AGE81175.1	HD73_5598
AGE81176.1	HD73_5599
AGE81177.1	HD73_5600
AGE81178.1	HD73_5601
AGE81179.1	HD73_5602
AGE81180.1	HD73_5603
AGE81181.1	HD73_5604
AGE81182.1	HD73_5605
